,x,y
0,0.0,0.0
1,0.1001001001001001,0.010003304921225153
2,0.2002002002002002,0.0398129201876874
3,0.3003003003003003,0.08883095530527145
4,0.4004004004004004,0.15607091262211042
5,0.5005005005005005,0.24017252705159875
6,0.6006006006006006,0.33942226341863485
7,0.7007007007007008,0.45177919734799504
8,0.8008008008008008,0.5749059332267675
9,0.9009009009009009,0.7062041447291262
10,1.001001001001001,0.8428542605489495
11,1.1011011011011012,0.981858761138916
12,1.2012012012012012,1.1200885021264653
13,1.3013013013013013,1.254331437309231
14,1.4014014014014016,1.3813430792781816
15,1.5015015015015016,1.49789800923315
16,1.6016016016016017,1.6008417297987991
17,1.7017017017017018,1.6871421458697384
18,1.8018018018018018,1.7539399588529159
19,1.9019019019019021,1.7985972691640035
20,2.002002002002002,1.8187437003912312
21,2.1021021021021022,1.8123193859730162
22,2.2022022022022023,1.7776141952438826
23,2.3023023023023024,1.7133026198800747
24,2.4024024024024024,1.618473793614284
25,2.5025025025025025,1.4926561769850533
26,2.6026026026026026,1.3358365041491977
27,2.702702702702703,1.1484726596429526
28,2.802802802802803,0.931500228585867
29,2.902902902902903,0.6863325432751778
30,3.0030030030030033,0.41485413146076716
31,3.1031031031031033,0.11940755582488118
32,3.2032032032032034,-0.1972262807086542
33,3.3033033033033035,-0.5318542042855389
34,3.4034034034034035,-0.8809029707974682
35,3.5035035035035036,-1.240457273221982
36,3.6036036036036037,-1.606303152750715
37,3.7037037037037037,-1.9739763369153667
38,3.8038038038038042,-2.338814959200707
39,3.9039039039039043,-2.696016051991744
40,4.004004004004004,-3.0406951489530396
41,4.104104104104104,-3.3679482848199482
42,4.2042042042042045,-3.672915640746339
43,4.3043043043043046,-3.950846052358252
44,4.404404404404405,-4.197161575963751
45,4.504504504504505,-4.407521296313932
46,4.604604604604605,-4.577883557134229
47,4.704704704704705,-4.704565803468368
48,4.804804804804805,-4.784301242700996
49,4.904904904904905,-4.814291558831758
50,5.005005005005005,-4.7922549519272994
51,5.105105105105105,-4.71646882132619
52,5.205205205205205,-4.585806466649461
53,5.305305305305305,-4.399767244402477
54,5.405405405405406,-4.158499689265525
55,5.505505505505506,-3.862817187289116
56,5.605605605605606,-3.5142058722762024
57,5.705705705705706,-3.1148245057109767
58,5.805805805805806,-2.6674961936781263
59,5.9059059059059065,-2.1756918902472964
60,6.0060060060060065,-1.6435057346702917
61,6.106106106106107,-1.075622368316774
62,6.206206206206207,-0.4772764754025891
